"id_song"	"title"	"id_artist"	"artist"
603905	she's a rebel	50527	green day
74666	dust n' bones	15159	guns n' roses
74669	perfect crime	15159	guns n' roses
211298	think about you	15159	guns n' roses
59106	don't cry	15159	guns n' roses
122586	black leather	15159	guns n' roses
211301	mr. brownstone	15159	guns n' roses
74676	garden of eden	15159	guns n' roses
63894	sweet child o'mine	15159	guns n' roses
754087	saving ben	82707	hollywood studio symphony
754089	thank you child	82707	hollywood studio symphony
754086	hoodoo woman	82707	hollywood studio symphony
754088	the conjure room	82707	hollywood studio symphony
754085	violet's story	82707	hollywood studio symphony
753338	ben escapes	82707	hollywood studio symphony
753336	the skeleton key (opening titles)	82707	hollywood studio symphony
241041	butt town	20710	iggy pop
189486	knucklehead	20710	iggy pop
193978	nightclubbing	20710	iggy pop
298405	cry for love	20710	iggy pop
401521	death is certain	20710	iggy pop
489324	inferiority complex	20710	iggy pop
401526	ugliness	20710	iggy pop
189484	pussy walk	20710	iggy pop
801198	superstar	14679	isley brothers
801200	lucky charm	14679	isley brothers
193826	can i have a kiss (for old times' sake)?	14679	isley brothers
4509	harvest for the world	14679	isley brothers
799974	footsteps in the dark (parts 1 & 2)	14679	isley brothers
64616	twist and shout	14679	isley brothers
799913	freedom	14679	isley brothers
799966	lay away	14679	isley brothers
98382	am i the man	21496	jackie wilson
98385	so much	21496	jackie wilson
98389	i know i'll always be in love	21496	jackie wilson
16259	to be loved	21496	jackie wilson
98376	reet petite	21496	jackie wilson
98380	talk that talk	21496	jackie wilson
68378	higher and higher (your love keeps lifting me)	21496	jackie wilson
98379	i'll be satisfied	21496	jackie wilson
12018	late for the sky	20414	jackson browne
12020	farther on	20414	jackson browne
440886	my stunning mystery companion	20414	jackson browne
12019	fountain of sorrow	20414	jackson browne
187046	culver moon	20414	jackson browne
187044	information wars	20414	jackson browne
187050	it is one	20414	jackson browne
440830	for taking the trouble	20414	jackson browne
1037220	hum along and dance (david morales giamsta mix)	16106	jackson five
1037218	dancin' machine (steve aoki remix)	16106	jackson five
1037216	abc (salaam remi remix)	16106	jackson five
1037213	never can say goodbye (the neptunes remix)	16106	jackson five
1037215	dancin' machine (polow remix)	16106	jackson five
1037224	maybe tomorrow (sturken & rogers remix)	16106	jackson five
77431	the modern world	15015	jam
77441	funeral pyre	15015	jam
380886	in the city	15015	jam
77444	precious	15015	jam
77447	beat surrender	15015	jam
371350	town called malice	15015	jam
77434	down in the tube station at mi	15015	jam
77442	absolute beginners	15015	jam
203403	papa's got a brand new bag (pt.1)	20413	james brown
203424	tell me what i did wrong	20413	james brown
366619	chonnie-on-chon	20413	james brown
101191	king heroin	20413	james brown
203398	prisoner of love	20413	james brown
101186	hot pants (pt.1)	20413	james brown
101163	money won't change you	20413	james brown
203422	why do you do me	20413	james brown
17051	long ago and far away	111168	james taylor
363600	oh susannah!	111168	james taylor
17046	something in the way she moves	111168	james taylor
17053	don't let me be lonely tonight	111168	james taylor
105943	never die young	111168	james taylor
17061	shower the people	111168	james taylor
220917	little more time with you	111168	james taylor
14625	up on the roof	111168	james taylor
78592	mary jane	21363	janis joplin
78587	try (just a little bit harder)	21363	janis joplin
78585	piece of my heart	21363	janis joplin
78583	kozmic blues	21363	janis joplin
78589	down on me	21363	janis joplin
78582	cry baby	21363	janis joplin
78588	get it while you can	21363	janis joplin
78584	move over	21363	janis joplin
751405	i put a spell on you	21666	jay "screamin" hawkins
182678	hong kong	21666	jay "screamin" hawkins
807387	kingdom come	55384	jay z
807385	the prelude	55384	jay z
269182	hard knock life (ghetto anthem)	55384	jay z
1068523	u don't know	55384	jay z
1044352	already home	55384	jay z
357258	watch me	55384	jay z
1000226	american gangster	55384	jay z
1068547	song cry	55384	jay z
155907	mojo pin	50074	jeff buckley
251438	demon john	50074	jeff buckley
251441	gunshot glitter	50074	jeff buckley
155913	lover you should've come over	50074	jeff buckley
251450	haven't you heard	50074	jeff buckley
155914	corpus christi carol (for roy)	50074	jeff buckley
251439	vancouver	50074	jeff buckley
251446	witches' rave	50074	jeff buckley
5165	greasy heart	18501	jefferson airplane
5172	have you seen the saucers	18501	jefferson airplane
5157	wild tyme	18501	jefferson airplane
5173	eat starch mom	18501	jefferson airplane
5169	wooden ships	18501	jefferson airplane
5176	today	18501	jefferson airplane
5179	good shepherd	18501	jefferson airplane
5168	mexico	18501	jefferson airplane
1078425	simply beautiful	20933	jerry butler
1078424	no love without changes	20933	jerry butler
5698	good golly miss molly	20619	jerry lee lewis
203540	break up	20619	jerry lee lewis
5697	be bop a lula	20619	jerry lee lewis
203531	drinkin' wine spo-dee-o-dee	20619	jerry lee lewis
374945	crazy arms	20619	jerry lee lewis
5693	release me	20619	jerry lee lewis
203534	one minute past eternity	20619	jerry lee lewis
5701	lewis boogie	20619	jerry lee lewis
407668	bold as love	31163	jimi hendrix experience
286306	manic depression	31163	jimi hendrix experience
376917	voodoo child (slight return)	31163	jimi hendrix experience
661211	izabella	31163	jimi hendrix experience
661108	taking care of no business	31163	jimi hendrix experience
14667	all along the watchtower	31163	jimi hendrix experience
661464	ezy ryder	31163	jimi hendrix experience
286318	purple haze	31163	jimi hendrix experience
12542	power and the glory	20946	jimmy cliff
12540	roots woman	20946	jimmy cliff
388604	reggae nights	20946	jimmy cliff
12539	american dream	20946	jimmy cliff
256154	all for love	20946	jimmy cliff
256155	super bad	20946	jimmy cliff
256150	rubber ball	20946	jimmy cliff
256160	learn to love	20946	jimmy cliff
155014	blowin' in the wind	20348	joan baez
210655	cucurrucucu paloma	20348	joan baez
293984	i love rock n' roll	20592	joan jett
236376	dangerous mood	20456	joe cocker
380203	with a little help from my friends	20456	joe cocker
15996	shake rattle and roll	21757	joe turner
110156	the healer	20573	john lee hooker
1049945	serves me right to suffer/syndicator	20573	john lee hooker
215325	frisco blues	20573	john lee hooker
4811	cuttin' out	20573	john lee hooker
163687	we'll meet again	20573	john lee hooker
